brand,processor,ram_gb,storage_gb,storage_type,gpu,screen_size_inch,refresh_rate_hz,battery_wh,weight_kg,has_touchscreen,os,price_idr
Toshiba,Intel Core i9,32,1024,SSD,NVIDIA RTX 3070,13.3,120,40.8,1.59,0,Linux,32900000
Toshiba,Intel Core i7,8,128,SSD,NVIDIA RTX 3070,11.6,60,59.7,2.1,0,Windows 10,4100000
Samsung,AMD Ryzen 5,8,256,NVMe SSD,AMD Radeon RX 6600,14.0,144,66.7,2.39,1,Linux,6400000
Toshiba,Intel Core i3,16,512,NVMe SSD,NVIDIA RTX 3060,14.0,60,82.3,1.56,0,Windows 10,6200000
Asus,AMD Ryzen 9,16,256,SSD,NVIDIA GTX 1650,14.0,120,30.6,1.51,0,Windows 10,10000000
MSI,AMD Ryzen 9,4,128,SSD,NVIDIA RTX 3050,11.6,144,67.2,1.06,1,Linux,4200000
Apple,Apple M2,8,256,SSD,Apple GPU,13.3,60,41.7,2.72,1,macOS,22000000
MSI,AMD Ryzen 7,64,256,SSD,AMD Radeon RX 6600,16.0,60,58.9,2.89,0,Chrome OS,19700000
Acer,AMD Ryzen 3,32,512,SSD,NVIDIA RTX 3070,16.0,60,71.8,2.01,0,Windows 10,10700000
MSI,Intel Core i9,32,512,HDD,NVIDIA RTX 3060,16.0,90,90.6,1.67,0,Windows 11,37200000
Dell,Intel Core i7,16,256,NVMe SSD,AMD Radeon RX 6600,14.0,60,79.7,0.95,0,Windows 10,10700000
Razer,AMD Ryzen 7,8,256,NVMe SSD,AMD Radeon RX 6600,13.3,60,54.0,2.1,0,Windows 11,10500000
Samsung,AMD Ryzen 9,32,512,SSD,NVIDIA RTX 4060,11.6,60,30.7,2.66,0,Chrome OS,26300000
Apple,Apple M2,16,512,SSD,Apple GPU,11.6,120,90.2,2.72,0,macOS,38200000
Lenovo,AMD Ryzen 7,8,512,SSD,NVIDIA RTX 3070,16.0,240,52.8,3.3,0,Chrome OS,10500000
HP,Intel Core i5,32,1024,HDD,NVIDIA RTX 3050,13.3,120,42.1,1.83,0,Windows 11,15400000
Dell,AMD Ryzen 7,16,256,SSD,Integrated,13.3,60,70.5,2.5,0,Windows 10,6500000
Razer,Intel Core i7,32,256,HDD,AMD Radeon RX 6600,13.3,60,92.6,2.14,1,Linux,17300000
Lenovo,AMD Ryzen 5,16,2048,NVMe SSD,NVIDIA RTX 3060,14.0,120,95.6,3.05,1,Windows 11,22500000
Dell,AMD Ryzen 7,32,1024,SSD,NVIDIA RTX 3070,11.6,60,91.7,2.06,0,Windows 10,28700000
Toshiba,AMD Ryzen 9,8,1024,SSD,Integrated,14.0,144,80.9,1.09,0,Windows 10,9000000
Apple,Apple M1,16,2048,NVMe SSD,Apple GPU,17.3,60,94.7,1.17,0,macOS,65300000
Lenovo,AMD Ryzen 9,4,256,SSD,NVIDIA RTX 3060,14.0,240,43.5,3.2,1,Chrome OS,6600000
Razer,Intel Core i9,4,256,SSD,NVIDIA RTX 3060,17.3,120,36.7,2.43,0,Windows 10,8900000
Asus,AMD Ryzen 9,8,1024,NVMe SSD,AMD Radeon RX 6600,13.3,240,92.9,1.53,0,Windows 10,14600000
Lenovo,Intel Core i5,8,1024,SSD,NVIDIA RTX 3070,16.0,120,56.1,2.08,0,Windows 10,11500000
Razer,AMD Ryzen 3,16,512,NVMe SSD,NVIDIA RTX 3060,14.0,90,63.7,2.94,0,Windows 10,13500000
Asus,AMD Ryzen 7,4,1024,NVMe SSD,NVIDIA RTX 3070,11.6,60,66.1,1.58,1,Chrome OS,6500000
Dell,Intel Core i3,8,1024,SSD,NVIDIA RTX 4060,16.0,240,33.2,1.38,1,Windows 11,10400000
Apple,Apple M1,8,512,SSD,Apple GPU,14.0,60,100.0,2.19,1,macOS,24700000
HP,AMD Ryzen 5,16,1024,HDD,AMD Radeon RX 6600,13.3,60,64.6,1.71,0,Linux,10200000
Toshiba,AMD Ryzen 7,8,1024,SSD,NVIDIA RTX 3070,16.0,60,56.4,2.74,0,Linux,9200000
Toshiba,AMD Ryzen 5,16,512,SSD,NVIDIA RTX 3060,16.0,240,88.6,1.07,1,Linux,9200000
MSI,Intel Core i7,8,512,HDD,NVIDIA RTX 3060,14.0,165,88.3,2.73,0,Windows 10,9300000
Acer,AMD Ryzen 9,16,256,SSD,NVIDIA RTX 3060,15.6,120,37.5,3.02,0,Chrome OS,9300000
MSI,AMD Ryzen 3,8,512,NVMe SSD,NVIDIA RTX 4060,16.0,120,68.4,2.97,0,Linux,8200000
MSI,AMD Ryzen 3,16,1024,SSD,NVIDIA RTX 3060,11.6,120,50.4,1.23,1,Linux,12000000
Razer,AMD Ryzen 3,16,1024,HDD,NVIDIA RTX 3070,15.6,60,87.0,2.48,1,Linux,13300000
Razer,AMD Ryzen 9,64,128,NVMe SSD,NVIDIA GTX 1650,16.0,144,75.2,3.1,0,Windows 11,34300000
HP,Intel Core i7,8,1024,NVMe SSD,NVIDIA RTX 3060,14.0,60,60.5,2.35,0,Windows 11,13100000
HP,Intel Core i7,32,256,HDD,NVIDIA RTX 3060,16.0,90,42.3,2.7,1,Linux,10700000
Toshiba,Intel Core i5,32,512,HDD,AMD Radeon RX 6600,13.3,90,85.3,2.61,0,Linux,9400000
Apple,Apple M1,8,256,SSD,Apple GPU,16.0,165,75.6,1.43,1,macOS,24000000
Lenovo,Intel Core i5,16,256,HDD,NVIDIA RTX 3060,13.3,60,86.4,1.5,0,Linux,5700000
HP,AMD Ryzen 9,8,1024,HDD,NVIDIA RTX 3050,15.6,60,90.1,2.15,0,Chrome OS,9300000
Asus,Intel Core i5,8,1024,SSD,NVIDIA RTX 3050,14.0,60,100.0,1.35,1,Linux,6900000
Razer,Intel Core i7,8,512,NVMe SSD,Integrated,13.3,90,89.7,1.72,0,Chrome OS,7300000
Toshiba,Intel Core i5,16,256,NVMe SSD,NVIDIA RTX 4060,11.6,144,96.3,1.54,0,Windows 10,7900000
Samsung,Intel Core i7,16,512,SSD,NVIDIA RTX 3060,11.6,120,69.3,1.68,0,Linux,12000000
MSI,AMD Ryzen 3,8,512,HDD,NVIDIA RTX 3050,14.0,120,78.9,1.57,0,Linux,4700000
Asus,AMD Ryzen 5,16,256,NVMe SSD,AMD Radeon RX 6600,14.0,60,77.3,3.48,0,Linux,6700000
Apple,Apple M1,16,256,SSD,Apple GPU,13.3,120,32.2,3.23,0,macOS,28400000
Asus,Intel Core i7,32,512,SSD,NVIDIA RTX 3070,11.6,60,88.2,0.94,0,Windows 11,23800000
MSI,AMD Ryzen 5,64,1024,NVMe SSD,NVIDIA RTX 3060,16.0,60,79.9,1.86,1,Windows 10,41100000
Asus,AMD Ryzen 5,16,512,SSD,Integrated,16.0,120,86.2,3.47,0,Linux,6300000
Asus,AMD Ryzen 5,4,256,NVMe SSD,NVIDIA RTX 4060,11.6,120,35.7,1.68,0,Windows 11,4500000
Acer,Intel Core i9,4,256,SSD,NVIDIA RTX 3050,15.6,60,30.9,2.32,1,Chrome OS,3900000
Apple,Apple M2,32,512,SSD,Apple GPU,15.6,144,83.8,2.69,1,macOS,55300000
HP,Intel Core i7,32,1024,SSD,NVIDIA RTX 3060,15.6,60,49.1,3.17,1,Chrome OS,21300000
HP,Intel Core i7,16,512,SSD,NVIDIA GTX 1650,13.3,60,90.3,3.38,0,Chrome OS,7900000
Samsung,AMD Ryzen 7,8,2048,HDD,NVIDIA RTX 3070,15.6,144,56.0,2.55,0,Chrome OS,15000000
Toshiba,AMD Ryzen 5,8,256,SSD,NVIDIA RTX 4060,17.3,60,95.8,1.89,0,Windows 11,5800000
Toshiba,AMD Ryzen 9,32,1024,NVMe SSD,NVIDIA GTX 1650,11.6,60,44.3,1.12,0,Chrome OS,19400000
Dell,Intel Core i5,32,256,HDD,AMD Radeon RX 6600,16.0,165,97.1,1.09,0,Linux,10600000
HP,AMD Ryzen 7,8,256,SSD,NVIDIA RTX 4060,13.3,120,89.0,2.77,1,Windows 10,8200000
MSI,AMD Ryzen 5,32,1024,NVMe SSD,NVIDIA RTX 3050,17.3,120,56.8,1.75,0,Windows 10,27400000
Toshiba,AMD Ryzen 5,16,256,SSD,Integrated,15.6,144,73.5,1.23,0,Linux,3700000
Lenovo,Intel Core i9,16,1024,HDD,NVIDIA RTX 3070,17.3,60,30.6,2.04,0,Chrome OS,16500000
MSI,AMD Ryzen 3,16,128,SSD,NVIDIA RTX 3060,16.0,90,47.4,2.02,0,Chrome OS,4500000
Lenovo,Intel Core i7,16,1024,NVMe SSD,NVIDIA RTX 4060,14.0,60,30.7,2.55,0,Linux,21400000
Asus,AMD Ryzen 7,8,512,HDD,NVIDIA RTX 3050,14.0,120,68.1,2.64,0,Windows 11,5700000
MSI,AMD Ryzen 3,8,512,SSD,NVIDIA RTX 3050,14.0,60,80.3,3.23,1,Windows 11,6400000
Acer,Intel Core i3,8,128,HDD,NVIDIA RTX 3050,11.6,120,68.2,1.78,0,Windows 11,2500000
Acer,AMD Ryzen 5,8,256,NVMe SSD,NVIDIA RTX 4060,15.6,90,76.5,1.54,1,Chrome OS,4700000
HP,Intel Core i7,8,256,SSD,NVIDIA RTX 4060,15.6,60,92.5,2.55,0,Linux,7000000
Dell,AMD Ryzen 5,8,512,HDD,NVIDIA RTX 4060,14.0,144,89.7,1.56,0,Linux,7100000
Apple,Apple M2,8,256,SSD,Apple GPU,15.6,60,68.4,1.2,0,macOS,20300000
Samsung,AMD Ryzen 3,32,1024,NVMe SSD,NVIDIA GTX 1650,11.6,144,76.5,1.24,0,Chrome OS,12500000
Asus,Intel Core i5,4,1024,HDD,NVIDIA RTX 3070,14.0,60,61.0,1.2,1,Linux,5000000
Dell,Intel Core i3,16,256,SSD,NVIDIA RTX 3060,13.3,60,90.1,1.95,0,Windows 11,6200000
MSI,Intel Core i9,32,256,NVMe SSD,Integrated,16.0,240,71.8,2.78,0,Linux,21500000
Apple,Apple M1,16,1024,NVMe SSD,Apple GPU,13.3,165,31.2,1.4,1,macOS,50400000
MSI,Intel Core i3,8,256,HDD,Integrated,17.3,60,34.6,2.03,0,Windows 10,2600000
Dell,Intel Core i5,8,512,SSD,NVIDIA GTX 1650,17.3,60,78.2,1.63,0,Chrome OS,4500000
Dell,Intel Core i5,16,512,SSD,NVIDIA RTX 3070,17.3,60,74.4,1.23,1,Linux,13200000
Apple,Apple M2,32,256,NVMe SSD,Apple GPU,16.0,144,74.1,2.17,1,macOS,59900000
Toshiba,AMD Ryzen 7,16,256,HDD,NVIDIA RTX 4060,14.0,120,94.8,1.88,1,Windows 10,8300000
Dell,AMD Ryzen 5,16,512,NVMe SSD,NVIDIA RTX 3070,14.0,120,30.5,2.14,0,Windows 10,14400000
Apple,Apple M1,16,1024,SSD,Apple GPU,13.3,60,53.3,3.24,0,macOS,46400000
HP,AMD Ryzen 7,32,256,NVMe SSD,NVIDIA RTX 3050,11.6,90,58.0,3.46,0,Windows 11,16200000
Lenovo,Intel Core i3,8,256,HDD,AMD Radeon RX 6600,11.6,144,77.8,1.58,0,Chrome OS,2800000
Razer,AMD Ryzen 7,16,256,HDD,NVIDIA RTX 3070,15.6,60,38.1,1.99,0,Chrome OS,11400000
Samsung,Intel Core i9,16,1024,NVMe SSD,NVIDIA GTX 1650,16.0,144,80.6,2.69,1,Linux,23500000
HP,Intel Core i3,64,256,SSD,NVIDIA RTX 4060,14.0,60,52.7,2.24,1,Windows 10,14800000
Toshiba,AMD Ryzen 5,16,512,HDD,NVIDIA GTX 1650,13.3,60,95.2,1.84,0,Windows 11,5700000
Apple,Apple M1,16,128,NVMe SSD,Apple GPU,13.3,60,79.9,1.86,0,macOS,20000000
Samsung,Intel Core i3,8,1024,SSD,NVIDIA RTX 3060,13.3,120,54.5,1.48,0,Windows 11,9100000
Apple,Apple M1,8,256,NVMe SSD,Apple GPU,15.6,165,61.5,2.0,0,macOS,21400000
MSI,Intel Core i5,32,512,NVMe SSD,AMD Radeon RX 6600,11.6,60,69.5,3.14,1,Linux,17400000
HP,AMD Ryzen 5,8,128,NVMe SSD,NVIDIA RTX 4060,15.6,120,43.2,3.21,1,Windows 10,5800000
Asus,AMD Ryzen 9,32,256,NVMe SSD,AMD Radeon RX 6600,16.0,60,94.2,2.67,1,Linux,21100000
Acer,Intel Core i7,16,128,NVMe SSD,AMD Radeon RX 6600,15.6,60,66.8,2.27,1,Windows 10,7000000
Asus,AMD Ryzen 3,16,256,NVMe SSD,NVIDIA RTX 3060,17.3,165,75.9,1.9,1,Chrome OS,5800000
Razer,AMD Ryzen 3,4,512,NVMe SSD,NVIDIA RTX 4060,17.3,60,89.9,3.06,1,Linux,7200000
MSI,AMD Ryzen 9,8,512,SSD,NVIDIA RTX 4060,11.6,60,49.2,1.07,0,Linux,12700000
Lenovo,AMD Ryzen 9,16,128,NVMe SSD,AMD Radeon RX 6600,16.0,90,73.0,2.52,0,Windows 10,10900000
Samsung,AMD Ryzen 5,32,128,NVMe SSD,AMD Radeon RX 6600,13.3,60,58.2,0.94,1,Chrome OS,8200000
Lenovo,Intel Core i9,64,2048,HDD,NVIDIA GTX 1650,16.0,165,87.0,1.89,0,Windows 11,54200000
Toshiba,Intel Core i7,8,512,SSD,NVIDIA RTX 3060,11.6,60,78.2,0.96,0,Windows 11,6900000
Lenovo,Intel Core i5,8,512,NVMe SSD,NVIDIA RTX 4060,11.6,144,35.6,3.21,0,Windows 10,8500000
Acer,Intel Core i7,8,512,HDD,NVIDIA RTX 3060,13.3,165,49.6,2.38,1,Windows 10,6500000
HP,Intel Core i9,8,256,NVMe SSD,NVIDIA RTX 3050,11.6,60,98.9,2.35,0,Linux,6300000
Dell,Intel Core i5,16,1024,HDD,AMD Radeon RX 6600,11.6,60,67.6,2.36,0,Chrome OS,7900000
Acer,AMD Ryzen 3,32,1024,SSD,NVIDIA RTX 3060,15.6,60,70.1,2.38,0,Chrome OS,11400000
Toshiba,Intel Core i3,16,512,SSD,NVIDIA RTX 3050,16.0,120,63.3,2.07,1,Windows 10,6800000
HP,Intel Core i3,64,128,NVMe SSD,NVIDIA RTX 4060,16.0,60,30.4,1.01,0,Windows 11,14900000
Dell,Intel Core i9,8,512,HDD,Integrated,13.3,120,53.3,1.12,1,Windows 11,7200000
Razer,Intel Core i7,4,128,NVMe SSD,NVIDIA GTX 1650,16.0,60,85.9,3.41,0,Windows 11,4500000
Toshiba,AMD Ryzen 3,8,256,SSD,NVIDIA RTX 3070,16.0,120,69.3,2.76,1,Chrome OS,2900000
Razer,Intel Core i3,16,512,SSD,NVIDIA RTX 3060,11.6,60,91.0,1.49,0,Windows 11,12100000
Dell,Intel Core i3,8,512,SSD,NVIDIA RTX 3060,16.0,60,99.6,1.2,1,Windows 11,5700000
Samsung,AMD Ryzen 7,8,1024,HDD,NVIDIA RTX 3070,15.6,165,36.5,2.02,0,Windows 10,13600000
Apple,Apple M1,8,256,SSD,Apple GPU,17.3,144,41.5,1.01,0,macOS,19200000
Apple,Apple M1,16,1024,SSD,Apple GPU,16.0,165,42.1,0.93,0,macOS,50600000
Razer,AMD Ryzen 9,32,256,NVMe SSD,NVIDIA RTX 3060,16.0,120,83.0,2.37,0,Linux,35000000
Samsung,Intel Core i5,32,1024,SSD,Integrated,14.0,120,35.7,0.95,0,Windows 11,14200000
Dell,Intel Core i7,16,1024,SSD,NVIDIA RTX 3070,15.6,60,40.8,3.2,0,Windows 11,22700000
Dell,Intel Core i9,32,2048,NVMe SSD,NVIDIA RTX 4060,15.6,120,50.9,2.36,0,Linux,62200000
HP,AMD Ryzen 5,8,256,HDD,Integrated,15.6,120,69.2,3.03,0,Windows 11,2500000
Toshiba,AMD Ryzen 7,32,512,NVMe SSD,NVIDIA RTX 3050,16.0,144,37.1,1.98,1,Linux,17100000
Acer,Intel Core i7,4,512,NVMe SSD,NVIDIA RTX 3050,13.3,60,81.4,2.68,0,Chrome OS,3900000
Asus,AMD Ryzen 9,16,512,SSD,AMD Radeon RX 6600,16.0,90,57.2,1.38,1,Linux,15900000
Toshiba,Intel Core i7,8,1024,HDD,NVIDIA RTX 3050,15.6,120,87.8,1.77,0,Chrome OS,6600000
Dell,AMD Ryzen 5,16,1024,HDD,NVIDIA GTX 1650,14.0,165,41.0,1.26,0,Windows 11,10400000
Acer,AMD Ryzen 9,16,256,HDD,AMD Radeon RX 6600,13.3,60,52.5,1.91,0,Chrome OS,7400000
Acer,Intel Core i9,16,256,HDD,NVIDIA RTX 3070,15.6,240,70.1,1.94,0,Windows 11,15000000
HP,AMD Ryzen 3,8,256,NVMe SSD,AMD Radeon RX 6600,13.3,165,32.6,3.44,0,Windows 11,4400000
Razer,AMD Ryzen 5,8,1024,NVMe SSD,AMD Radeon RX 6600,14.0,120,37.5,1.23,1,Chrome OS,11600000
HP,Intel Core i3,8,1024,NVMe SSD,NVIDIA RTX 4060,11.6,60,73.7,1.09,1,Windows 10,8100000
Lenovo,AMD Ryzen 3,16,512,NVMe SSD,NVIDIA RTX 3060,13.3,120,69.6,2.06,0,Windows 11,8400000
Samsung,Intel Core i3,32,512,HDD,AMD Radeon RX 6600,15.6,60,85.0,2.86,0,Chrome OS,8700000
HP,Intel Core i9,8,256,HDD,NVIDIA RTX 3050,13.3,120,66.6,3.24,1,Windows 11,8100000
Asus,Intel Core i9,16,256,SSD,NVIDIA RTX 3050,14.0,90,70.5,2.58,1,Windows 10,11300000
Lenovo,AMD Ryzen 5,16,1024,NVMe SSD,AMD Radeon RX 6600,15.6,144,43.3,2.32,0,Linux,15000000
Toshiba,Intel Core i3,8,256,NVMe SSD,Integrated,14.0,120,50.2,2.53,0,Linux,2500000
MSI,Intel Core i7,16,1024,NVMe SSD,NVIDIA GTX 1650,16.0,120,42.4,3.17,1,Windows 11,22100000
Acer,Intel Core i5,8,512,HDD,NVIDIA GTX 1650,15.6,240,50.2,3.11,0,Chrome OS,3600000
MSI,Intel Core i7,16,1024,NVMe SSD,NVIDIA GTX 1650,15.6,240,54.4,2.08,0,Windows 11,23100000
Samsung,Intel Core i5,16,512,SSD,NVIDIA RTX 3060,17.3,60,72.9,1.61,0,Linux,10700000
Toshiba,Intel Core i3,16,2048,HDD,NVIDIA RTX 3050,13.3,60,84.2,1.44,0,Windows 10,7200000
Asus,AMD Ryzen 9,16,512,SSD,Integrated,17.3,60,71.7,1.67,0,Windows 11,10200000
MSI,Intel Core i5,8,1024,NVMe SSD,AMD Radeon RX 6600,15.6,120,73.0,3.14,1,Windows 11,12800000
MSI,Intel Core i5,4,2048,NVMe SSD,AMD Radeon RX 6600,13.3,120,42.8,2.0,0,Windows 10,10000000
Acer,AMD Ryzen 5,16,1024,SSD,NVIDIA RTX 3070,11.6,90,79.2,2.5,0,Linux,12700000
Apple,Apple M2,32,512,NVMe SSD,Apple GPU,15.6,90,89.6,3.27,1,macOS,67600000
Acer,AMD Ryzen 3,32,1024,NVMe SSD,Integrated,14.0,240,46.3,2.5,0,Chrome OS,8500000
HP,AMD Ryzen 9,8,128,HDD,NVIDIA GTX 1650,13.3,60,37.1,1.75,0,Windows 11,4100000
HP,Intel Core i3,8,1024,HDD,NVIDIA RTX 3060,11.6,60,73.0,3.44,0,Linux,4100000
Dell,AMD Ryzen 5,64,256,SSD,Integrated,15.6,165,36.7,2.65,0,Windows 11,11900000
Apple,Apple M1,32,512,NVMe SSD,Apple GPU,11.6,120,84.3,2.29,1,macOS,58600000
MSI,Intel Core i9,64,512,HDD,AMD Radeon RX 6600,13.3,60,60.6,2.83,0,Linux,38300000
Asus,AMD Ryzen 9,8,1024,SSD,NVIDIA RTX 4060,15.6,144,32.9,1.1,1,Windows 10,19400000
Razer,AMD Ryzen 9,64,256,SSD,NVIDIA RTX 3050,17.3,144,99.0,1.46,0,Linux,37000000
Asus,Intel Core i7,8,2048,SSD,NVIDIA RTX 3070,11.6,60,64.7,2.02,1,Windows 11,14700000
MSI,Intel Core i5,16,512,HDD,NVIDIA RTX 3060,13.3,60,73.0,2.67,0,Linux,8600000
HP,AMD Ryzen 7,32,1024,HDD,NVIDIA GTX 1650,16.0,144,39.8,2.43,0,Windows 11,19800000
HP,AMD Ryzen 7,4,256,HDD,NVIDIA RTX 4060,13.3,144,36.4,1.36,0,Windows 10,5000000
HP,AMD Ryzen 7,32,1024,NVMe SSD,AMD Radeon RX 6600,13.3,60,86.8,1.31,1,Windows 11,26200000
Razer,Intel Core i5,8,512,HDD,NVIDIA RTX 3050,13.3,144,67.6,1.45,1,Linux,7100000
Razer,Intel Core i9,8,512,NVMe SSD,NVIDIA RTX 3060,13.3,144,88.1,1.82,0,Chrome OS,14300000
Acer,AMD Ryzen 3,16,256,HDD,NVIDIA RTX 3050,11.6,120,82.6,1.07,1,Windows 11,3900000
Toshiba,AMD Ryzen 7,16,256,SSD,NVIDIA RTX 4060,11.6,120,87.7,3.18,0,Linux,9500000
HP,Intel Core i3,32,512,HDD,NVIDIA GTX 1650,11.6,120,30.3,1.58,0,Windows 11,6500000
Lenovo,Intel Core i9,4,256,NVMe SSD,NVIDIA RTX 3060,14.0,60,38.4,1.22,0,Linux,6300000
Lenovo,Intel Core i3,16,1024,SSD,NVIDIA RTX 3050,16.0,120,68.3,2.72,1,Linux,9800000
Toshiba,AMD Ryzen 3,8,512,NVMe SSD,Integrated,13.3,60,34.4,2.0,0,Chrome OS,2500000
Samsung,AMD Ryzen 9,8,256,SSD,NVIDIA RTX 4060,15.6,60,93.9,1.5,0,Windows 10,12400000
Apple,Apple M2,32,1024,NVMe SSD,Apple GPU,17.3,60,69.7,2.96,0,macOS,95200000
Asus,Intel Core i5,8,1024,HDD,NVIDIA RTX 3050,17.3,60,84.7,2.02,0,Windows 10,6900000
Apple,Apple M2,8,1024,SSD,Apple GPU,11.6,60,77.7,1.81,0,macOS,31300000
Samsung,Intel Core i5,8,256,SSD,NVIDIA RTX 4060,14.0,60,44.8,1.92,0,Linux,6600000
Dell,Intel Core i5,32,256,NVMe SSD,NVIDIA RTX 4060,11.6,144,67.9,2.89,1,Windows 10,17400000
Apple,Apple M1,8,2048,NVMe SSD,Apple GPU,14.0,60,97.0,1.42,1,macOS,49500000
Apple,Apple M2,32,512,NVMe SSD,Apple GPU,11.6,90,33.8,3.09,0,macOS,66200000
Lenovo,AMD Ryzen 7,8,256,NVMe SSD,NVIDIA RTX 3070,16.0,60,75.7,1.04,0,Windows 10,9600000
Dell,Intel Core i9,16,1024,NVMe SSD,AMD Radeon RX 6600,17.3,120,48.0,1.16,0,Windows 11,31600000
Samsung,Intel Core i9,16,256,HDD,NVIDIA RTX 3060,15.6,120,72.9,2.28,0,Linux,13100000
Lenovo,AMD Ryzen 5,16,1024,HDD,AMD Radeon RX 6600,17.3,120,84.5,2.78,0,Windows 11,13100000
Razer,Intel Core i3,8,512,NVMe SSD,NVIDIA RTX 3050,16.0,144,67.9,1.91,0,Chrome OS,6500000
Dell,AMD Ryzen 5,8,1024,HDD,NVIDIA RTX 3050,16.0,60,80.2,3.19,0,Linux,6600000
Toshiba,Intel Core i5,8,512,HDD,NVIDIA GTX 1650,15.6,60,75.5,2.12,0,Windows 10,3300000
HP,Intel Core i3,32,256,SSD,Integrated,14.0,165,32.4,1.58,0,Windows 11,5300000
Samsung,AMD Ryzen 5,8,512,HDD,NVIDIA RTX 3060,15.6,90,75.0,2.37,1,Windows 11,8600000
Acer,AMD Ryzen 5,16,256,NVMe SSD,NVIDIA GTX 1650,14.0,144,80.3,1.46,1,Linux,5400000
Apple,Apple M1,16,512,SSD,Apple GPU,16.0,60,33.6,1.53,0,macOS,36400000
Toshiba,AMD Ryzen 5,32,1024,HDD,NVIDIA RTX 3070,15.6,144,81.5,0.92,0,Chrome OS,13700000
HP,Intel Core i7,16,512,HDD,AMD Radeon RX 6600,15.6,90,37.5,3.14,0,Windows 10,10900000
MSI,Intel Core i5,32,256,SSD,NVIDIA RTX 4060,17.3,60,91.8,1.33,0,Chrome OS,13400000
Apple,Apple M1,32,512,SSD,Apple GPU,17.3,60,82.6,1.46,1,macOS,56900000
Razer,Intel Core i5,8,1024,NVMe SSD,Integrated,13.3,144,49.9,2.81,0,Chrome OS,7300000
Asus,Intel Core i7,16,512,SSD,NVIDIA RTX 3050,14.0,60,62.0,1.75,0,Windows 10,11200000
Toshiba,AMD Ryzen 5,8,512,NVMe SSD,NVIDIA RTX 3050,13.3,60,88.6,2.49,0,Windows 11,5900000
Razer,AMD Ryzen 5,8,256,NVMe SSD,NVIDIA RTX 3070,13.3,120,51.4,1.47,0,Linux,8100000
HP,Intel Core i5,8,128,NVMe SSD,NVIDIA RTX 3070,17.3,120,69.4,2.88,0,Linux,4400000
Samsung,AMD Ryzen 9,4,256,SSD,AMD Radeon RX 6600,11.6,120,39.6,1.35,0,Windows 10,5900000
Toshiba,AMD Ryzen 9,16,256,HDD,Integrated,16.0,120,72.9,2.88,0,Windows 10,6500000
Asus,AMD Ryzen 7,32,512,SSD,AMD Radeon RX 6600,14.0,90,42.5,1.88,0,Windows 11,19000000
Toshiba,AMD Ryzen 5,8,512,NVMe SSD,NVIDIA RTX 3070,11.6,60,32.5,3.46,0,Linux,6500000
MSI,Intel Core i3,64,512,SSD,NVIDIA RTX 3070,14.0,60,82.5,1.62,0,Windows 10,23600000
Asus,AMD Ryzen 3,16,1024,NVMe SSD,NVIDIA RTX 4060,14.0,120,63.7,2.45,0,Windows 10,11700000
Dell,Intel Core i3,8,1024,NVMe SSD,NVIDIA RTX 3070,15.6,120,59.9,2.23,0,Windows 11,10100000
Razer,Intel Core i7,16,256,SSD,NVIDIA RTX 3060,15.6,60,42.1,1.87,0,Windows 10,13100000
HP,Intel Core i7,8,256,NVMe SSD,NVIDIA GTX 1650,13.3,144,46.8,3.22,1,Windows 10,6000000
Apple,Apple M1,16,512,NVMe SSD,Apple GPU,14.0,60,58.8,3.18,0,macOS,36900000
MSI,AMD Ryzen 7,16,1024,NVMe SSD,NVIDIA RTX 4060,16.0,120,97.2,2.25,0,Linux,27800000
Acer,Intel Core i7,16,1024,NVMe SSD,AMD Radeon RX 6600,11.6,120,42.0,3.41,0,Linux,15700000
Dell,Intel Core i3,8,512,SSD,NVIDIA GTX 1650,17.3,60,68.7,2.17,0,Linux,3500000
Samsung,Intel Core i7,16,256,HDD,NVIDIA RTX 3050,17.3,165,64.1,2.01,0,Windows 11,9300000
HP,Intel Core i9,8,1024,HDD,NVIDIA RTX 3070,13.3,120,89.3,3.15,0,Windows 10,15000000
MSI,Intel Core i9,64,256,HDD,NVIDIA RTX 3060,17.3,120,47.1,3.08,0,Windows 11,38700000
MSI,AMD Ryzen 5,32,512,HDD,NVIDIA RTX 4060,15.6,60,58.0,0.93,0,Windows 11,22000000
Apple,Apple M1,8,512,NVMe SSD,Apple GPU,16.0,60,34.0,1.34,0,macOS,25600000
Razer,Intel Core i7,32,512,HDD,AMD Radeon RX 6600,16.0,144,91.9,1.12,0,Chrome OS,18800000
Apple,Apple M1,16,512,NVMe SSD,Apple GPU,17.3,144,99.9,0.91,0,macOS,45100000
Lenovo,Intel Core i9,16,512,NVMe SSD,NVIDIA GTX 1650,17.3,165,73.7,1.52,0,Windows 10,16100000
MSI,AMD Ryzen 5,8,256,HDD,NVIDIA RTX 3070,13.3,165,42.0,1.07,0,Windows 11,7100000
MSI,AMD Ryzen 7,8,256,HDD,NVIDIA GTX 1650,14.0,60,93.6,2.25,0,Chrome OS,4500000
Samsung,AMD Ryzen 7,4,2048,SSD,NVIDIA RTX 3070,13.3,60,85.3,3.01,0,Chrome OS,10400000
MSI,Intel Core i7,64,1024,SSD,Integrated,16.0,60,89.3,1.98,0,Linux,26900000
Acer,Intel Core i7,16,256,SSD,AMD Radeon RX 6600,14.0,60,32.8,1.42,0,Linux,7000000
